Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating
Front Mission 3;PS;1999;Strategy;SquareSoft;0.1;0.07;0.31;0.03;0.52; ; ; ; ;
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu;DS;2006;Misc;Nintendo;0;0;0.52;0;0.52; ; ; ; ;
SSX On Tour;PS2;2005;Sports;Electronic Arts;0.25;0.2;0;0.07;0.52;80;41;7.9;26;E
The Sims 2: Open for Business;PC;2006;Simulation;Electronic Arts;0.46;0.05;0;0;0.52;78;29;8.6;35;T
Rune Factory 2: A Fantasy Harvest Moon;DS;2008;Role-Playing;Rising Star Games;0.32;0.03;0.15;0.03;0.52;77;14;7.9;30;E
Way of the Samurai 3;PS3;2008;Action;Gamebridge;0.18;0.08;0.22;0.04;0.52;58;18;7.9;22;M
Tony Hawks Pro Skater 3;GBA;2002;Sports;Activision;0.37;0.14;0;0.01;0.52;90;20;8;6;E
Harry Potter and the Prisoner of Azkaban;GBA;2004;Action;Electronic Arts;0.37;0.14;0;0.01;0.52;69;11;8.2;13;E
Cars 2;PS3;2011;Racing;Disney Interactive Studios;0.22;0.21;0;0.09;0.52; ; ; ; ;
Omega Boost;PS;1999;Shooter;Sony Computer Entertainment;0.17;0.11;0.2;0.03;0.52; ; ; ; ;
NFL 2K3;X;2002;Sports;Sega;0.38;0.11;0;0.02;0.52; ; ; ; ;
Go Diego Go! Safari Rescue;Wii;2008;Action;Take-Two Interactive;0.47;0;0;0.04;0.52; ; ; ; ;
SimAnimals;DS;2009;Simulation;Electronic Arts;0.26;0.2;0;0.05;0.52;70;10;7.5;4;E
NBA Live 2002;PS;2001;Sports;Electronic Arts;0.29;0.19;0;0.03;0.52;81;6;8.8;9;E
Sonic & All-Stars Racing Transformed;WiiU;2012;Racing;Sega;0.19;0.27;0.02;0.04;0.52; ; ; ; ;
Jampack Winter 2002;PS2;2002;Misc;Sony Computer Entertainment;0.25;0.2;0;0.07;0.52; ; ; ; ;
Classic Word Games;DS;2009;Misc;Ubisoft;0.09;0.36;0;0.06;0.52; ; ; ; ;E
The 3rd Birthday;PSP;2010;Role-Playing;Square Enix;0.13;0.07;0.27;0.05;0.51;71;56;6.1;113;M
Way of the Samurai;PS2;2002;Action;Eidos Interactive;0.13;0.1;0.25;0.03;0.51;74;22;8.2;19;M
Alien: Isolation;XOne;2014;Shooter;Sega;0.23;0.24;0;0.04;0.51;78;24;7.9;318;M
Epic Mickey 2: The Power of Two;X360;2012;Action;Disney Interactive Studios;0.32;0.15;0;0.04;0.51;59;35;5.5;22;E
Kung Fu Panda;PS3;2008;Action;Activision;0.21;0.21;0;0.09;0.51;76;23;7.3;18;E10+
Spectrobes: Beyond the Portals;DS;2008;Role-Playing;Disney Interactive Studios;0.36;0.11;0;0.04;0.51;70;26;7.7;14;E10+
Fishing Derby;2600;1980;Sports;Activision;0.48;0.03;0;0.01;0.51; ; ; ; ;
Pac-Man Fever;PS2;2001;Misc;Sony Computer Entertainment;0.25;0.2;0;0.07;0.51;47;14;6.3;7;E
International Track & Field;PS;1996;Sports;Konami Digital Entertainment;0.08;0.05;0.35;0.03;0.51; ; ; ; ;
HSX HyperSonic.Xtreme;PS2;2002;Racing;Midas Interactive Entertainment;0.25;0.2;0;0.07;0.51;53;17;8.4;8;E
Lair;PS3;2007;Action;Sony Computer Entertainment;0.36;0.03;0.08;0.04;0.51;53;55;6.4;230;T
Naruto Shippuden: Ultimate Ninja Storm 3;X360;2013;Fighting;Namco Bandai Games;0.3;0.16;0.01;0.05;0.51;70;16;7.6;67;T
Dishonored;PC;2012;Action;Bethesda Softworks;0.26;0.19;0;0.06;0.51;91;29;8.4;3441;M
Madden NFL 2004;GC;2003;Sports;Electronic Arts;0.4;0.1;0;0.01;0.51;94;19;7.7;17;E
Soul Sacrifice;PSV;2013;Role-Playing;Sony Computer Entertainment;0.15;0.08;0.22;0.06;0.51;77;71;8.2;298;M
Jikkyou Powerful Pro Yakyuu 10;PS2;2003;Sports;Konami Digital Entertainment;0;0;0.51;0;0.51; ; ; ; ;
Summoner;PS2;2000;Role-Playing;THQ;0.25;0.2;0;0.07;0.51;74;16;7.8;12;T
DC Universe Online;PS3;2011;Role-Playing;Sony Online Entertainment;0.35;0.11;0;0.06;0.51;67;46;7.4;139;T
Virtual Pool;PS;1997;Sports;Interplay;0.28;0.19;0;0.03;0.51; ; ; ; ;
Jam With the Band;DS;2008;Misc;Nintendo;0;0;0.51;0;0.51; ; ; ; ;
NBA Live 07;PSP;2006;Sports;Electronic Arts;0.47;0;0;0.04;0.51;64;9;7.5;4;E
100 All-Time Favorites;DS;2009;Puzzle;Ubisoft;0.35;0.12;0;0.04;0.51; ; ;6.2;6;E
IL-2 Sturmovik: Birds of Prey;X360;2009;Simulation;505 Games;0.23;0.23;0;0.05;0.51;80;43;8.4;18;T
The Walking Dead: Survival Instinct;PS3;2013;Shooter;Activision;0.28;0.15;0;0.08;0.51;34;14;3.6;196;M
Major League Baseball 2K10;X360;2010;Sports;Take-Two Interactive;0.47;0;0;0.04;0.51;76;26;7.6;38;E
Alice in Wonderland;Wii;2010;Adventure;Disney Interactive Studios;0.25;0.21;0;0.05;0.51;69;18;7.4;13;E10+
Ratatouille;PS3;2007;Action;THQ;0.09;0.32;0;0.1;0.51;55;8;4.8;4;E
SpongeBob SquarePants: Lights Camera Pants!;GBA;2005;Misc;THQ;0.37;0.14;0;0.01;0.51; ; ; ; ;
Rugrats: Scavenger Hunt;N64;1999;Misc;THQ;0.41;0.09;0;0.01;0.51; ; ; ; ;
Wrecking Crew;NES;1985;Platform;Nintendo;0;0;0.51;0;0.51; ; ; ; ;
International Superstar Soccer 2000 (All region sales);N64;1999;Sports;Konami Digital Entertainment;0.01;0.26;0.22;0.02;0.51; ; ; ; ;
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage;DS;2009;Adventure;GSP;0.12;0.33;0;0.06;0.51; ; ; ; ;
Pro Evolution Soccer 2010;Wii;2009;Sports;Konami Digital Entertainment;0.12;0.27;0.06;0.05;0.51;82;13;8.4;17;E
NBA Live 2004;X;2003;Sports;Electronic Arts;0.44;0.04;0;0.02;0.51;85;19;8.2;11;E
Iron Man;DS;2008;Action;Sega;0.35;0.12;0;0.05;0.51;56;10;7;4;E10+
Dai-4-Ji Super Robot Taisen S;PS;1996;Strategy;Banpresto;0;0;0.48;0.03;0.51; ; ; ; ;
Disneys Kim Possible: Revenge of Monkey Fist;GBA;2002;Platform;THQ;0.37;0.14;0;0.01;0.51;62;4;8.8;8;E
Naruto Shippuden: Clash of Ninja Revolution 3;Wii;2009;Fighting;Nintendo;0.44;0.03;0;0.04;0.51;74;23;8.1;21;T
Ace Combat Zero: The Belkan War;PS2;2006;Simulation;Namco Bandai Games;0.15;0.12;0.2;0.04;0.51;75;45;8.4;55;T
Harry Potter and the Half-Blood Prince;PSP;2009;Action;Electronic Arts;0.19;0.2;0;0.12;0.51; ; ;6.6;9;E
Dragon Age: Origins;PC;2009;Role-Playing;Electronic Arts;0;0.46;0;0.05;0.51;91;67;8.6;3564;M
Dynasty Warriors;PSP;2004;Action;Tecmo Koei;0.18;0;0.3;0.02;0.51;62;26;7.3;24;T
SoulCalibur: Broken Destiny;PSP;2009;Fighting;Namco Bandai Games;0.12;0.2;0.07;0.12;0.51;80;52;6.2;45;T
NHL 07;PS2;2006;Sports;Electronic Arts;0.42;0.02;0;0.07;0.51;76;11;4.6;51;E10+
Dragon Ball: Raging Blast;X360;2009;Fighting;Namco Bandai Games;0.36;0.08;0.02;0.04;0.51;56;29;7.5;33;T
Petz: Hamsterz Life 2;DS;2007;Misc;Ubisoft;0.47;0;0;0.04;0.51; ; ; ; ;
World Championship Poker;X;2004;Misc;Crave Entertainment;0.37;0.11;0;0.02;0.51;66;7; ; ;E
The BIGS;PS2;2007;Sports;Take-Two Interactive;0.25;0.19;0;0.06;0.51;71;4;4.8;4;E
Final Fantasy;WS;2000;Role-Playing;SquareSoft;0;0;0.51;0;0.51; ; ; ; ;
Dragon Ball Z: Supersonic Warriors;GBA;2004;Fighting;Atari;0.36;0.13;0;0.01;0.51;73;26;7;21;T
Bravely Second: End Layer;3DS;2015;Role-Playing;Nintendo;0.19;0.11;0.19;0.03;0.51;81;70;7.4;108;T
NBA Ballers;X;2004;Sports;Midway Games;0.37;0.11;0;0.02;0.51;82;35;8.1;8;E
Silent Hill 4: The Room;PS2;2004;Action;Konami Digital Entertainment;0.25;0.19;0;0.06;0.51;76;54;7.8;191;M
My Word Coach;Wii;2007;Misc;Ubisoft;0.46;0.01;0;0.04;0.51;68;8; ; ;E
River Raid II;2600;1988;Shooter;Activision;0.47;0.03;0;0.01;0.51; ; ; ; ;
Capcom Classics Collection;PS2;2005;Misc;Capcom;0.22;0.17;0.05;0.06;0.51;78;30;8.4;5;T
Monopoly Party;PS2;2002;Misc;Infogrames;0.25;0.19;0;0.06;0.51; ; ; ; ;
Tiger Woods PGA Tour 13;X360;2012;Sports;Electronic Arts;0.29;0.18;0;0.04;0.51;77;47;5.6;39;E
NHL FaceOff 98;PS;1997;Sports;Sony Computer Entertainment;0.28;0.19;0;0.03;0.51; ; ; ; ;
The Saboteur;X360;2009;Action;Electronic Arts;0.26;0.2;0;0.05;0.51;73;69;8.2;141;M
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies;GBA;2004;Action;THQ;0.36;0.13;0;0.01;0.5;56;4; ; ;E
Sonic Riders;PS2;2006;Racing;Sega;0.42;0.02;0;0.07;0.5;55;41;7.2;25;E
FIFA 17;X360;2016;Sports;Electronic Arts;0.1;0.37;0;0.03;0.5; ; ;2;28;E
Looney Tunes: Back in Action;PS2;2003;Platform;Warner Bros. Interactive Entertainment;0.25;0.19;0;0.06;0.5;51;9;7.5;6;E
Monsters vs. Aliens;DS;2009;Action;Activision;0.33;0.13;0;0.05;0.5;47;8; ; ;E
Midnight Magic;2600;1983;Action;Atari;0.47;0.03;0;0.01;0.5; ; ; ; ;
NHL 09;X360;2008;Sports;Electronic Arts;0.45;0.01;0;0.04;0.5;88;41;8.4;61;E10+
Bully: Scholarship Edition;Wii;2008;Action;Take-Two Interactive;0.17;0.28;0;0.06;0.5;83;34;8.4;60;T
WWE SmackDown vs. RAW 2007;X360;2006;Fighting;THQ;0.44;0.03;0;0.04;0.5;81;50;7.8;46;T
Midnight Club II;X;2003;Racing;Take-Two Interactive;0.42;0.06;0;0.02;0.5;86;33;7.6;12;T
Monster Hunter Freedom 2;PS3;2011;Role-Playing;Capcom;0;0;0.5;0;0.5; ; ; ; ;
Tiger Woods PGA Tour 07;PS3;2006;Sports;Electronic Arts;0.31;0.12;0;0.07;0.5;81;30; ; ;E
Ratatouille;Wii;2007;Action;THQ;0.43;0.03;0;0.04;0.5;62;16;6.7;12;E
Avatar: The Last Airbender;GC;2006;Adventure;THQ;0.39;0.1;0;0.01;0.5;60;10;6.5;4;E10+
Blues Clues: Blues Big Musical;PS;2001;Misc;THQ;0.28;0.19;0;0.03;0.5; ; ; ; ;
The Mummy Returns;PS2;2001;Action;Universal Interactive;0.25;0.19;0;0.06;0.5;44;13;7;11;T
Cars Toon: Maters Tall Tales;Wii;2010;Misc;Disney Interactive Studios;0.45;0.02;0;0.03;0.5; ; ; ; ;E
Paws & Claws: Dogs & Cats Best Friends;DS;2007;Simulation;THQ;0.46;0.01;0;0.04;0.5; ; ; ; ;
Hitman: Blood Money;PS2;2006;Action;Eidos Interactive;0.25;0.19;0;0.06;0.5;83;36;8.4;105;M
Lost: Via Domus;PS3;2008;Action;Ubisoft;0.19;0.22;0;0.09;0.5;54;30;6.7;29;T
Disney Sing It;PS2;2008;Misc;Disney Interactive Studios;0.25;0.19;0;0.06;0.5; ; ; ; ;E
Chopper Command;2600;1982;Shooter;Activision;0.47;0.03;0;0.01;0.5; ; ; ; ;
Picross DS;DS;2007;Puzzle;Nintendo;0.17;0.02;0.3;0.02;0.5;83;33;8.7;36;E
Crash: Mind Over Mutant;PS2;2008;Platform;Vivendi Games;0.25;0.19;0;0.06;0.5;73;7;6.5;37;E10+
Activision Anthology;PS2;2002;Misc;Activision;0.25;0.19;0;0.06;0.5;75;13;7.7;6;E
Final Fantasy II Anniversary Edition;PSP;2007;Role-Playing;Square Enix;0.36;0.02;0.07;0.04;0.5;63;31;7.1;24;T
Pro Evolution Soccer 2012;X360;2011;Action;Konami Digital Entertainment;0.1;0.34;0;0.07;0.5;78;36;6.6;55;E
Test Drive Unlimited;PSP;2007;Racing;Atari;0.08;0.27;0;0.15;0.5;80;18;7.3;29;E10+
Unit 13;PSV;2012;Shooter;Sony Computer Entertainment;0.25;0.13;0.04;0.07;0.5;71;60;7.5;169;T
R.U.S.E.;PS3;2010;Strategy;Ubisoft;0.18;0.22;0.02;0.08;0.5;76;37;7.3;50;T
Theatrhythm: Final Fantasy;3DS;2012;Misc;Square Enix;0.22;0.07;0.18;0.02;0.5;78;60;7.8;113;E10+
Prince of Persia Trilogy;PS3;2010;Action;Ubisoft;0.17;0.24;0;0.09;0.5; ; ; ; ;
Madden NFL 13;Wii;2012;Sports;Electronic Arts;0.47;0;0;0.03;0.5; ; ;7.3;4;E
NBA 2K11;Wii;2010;Action;Take-Two Interactive;0.46;0.01;0;0.03;0.5; ; ; ; ;E
Goldeneye 007: Reloaded;X360;2011;Shooter;Activision;0.25;0.2;0;0.05;0.5;72;56;6;96;T
Rugrats in Paris: The Movie;N64;2000;Action;THQ;0.4;0.09;0;0.01;0.5; ; ; ; ;
Star Wars: Jedi Starfighter;PS2;2002;Simulation;Activision;0.24;0.19;0;0.06;0.5;81;22;8.3;8;T
Tactics Ogre: The Knight of Lodis;GBA;2001;Role-Playing;Nintendo;0.13;0.05;0.31;0.01;0.5;88;20;9.1;26;E
Sega Bass Fishing;Wii;2008;Sports;Sega;0.45;0.01;0;0.04;0.5;59;29;5.8;10;E
Super Robot Taisen MX;PS2;2004;Strategy;Banpresto;0;0;0.5;0;0.5; ; ; ; ;
Bases Loaded 96: Double Header;PS;1995;Sports;Jaleco;0.28;0.19;0;0.03;0.5; ; ; ; ;
Dead or Alive Ultimate;X;2004;Fighting;Tecmo Koei;0.3;0.1;0.08;0.02;0.5;83;64;8.7;25;M
Major League Baseball 2K12;X360;2012;Sports;Take-Two Interactive;0.47;0;0;0.03;0.5;68;19;6.4;22;E
RPG Maker;PS;1997;Role-Playing;ASCII Entertainment;0.11;0.07;0.29;0.03;0.5;66;11;8.2;9;E
Until Dawn: Rush of Blood;PS4;2016;Adventure;Sony Computer Entertainment;0.24;0.17;0;0.09;0.5;72;50;8.1;77;M
Dance Dance Revolution Universe 2;X360;2007;Simulation;Konami Digital Entertainment;0.46;0;0;0.04;0.5;65;10;7.4;5;E10+
Burnout Revenge;X360;2006;Racing;Electronic Arts;0.42;0.04;0;0.04;0.5;89;61;8.1;141;E10+
Star Wars: Clone Wars;PS2;2002;Shooter;LucasArts;0.24;0.19;0;0.06;0.5; ; ; ; ;
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies;PS2;2004;Action;THQ;0.24;0.19;0;0.06;0.5;65;8;7.3;8;E
Madden NFL 11;PS2;2010;Sports;Electronic Arts;0.41;0.02;0;0.07;0.5; ; ;7;4;E
Monster Hunter;PS2;2004;Role-Playing;Capcom;0.11;0.08;0.28;0.03;0.5;68;37;8.9;46;T
NBA Street Homecourt;X360;2007;Sports;Electronic Arts;0.45;0.01;0;0.04;0.5;80;42;8.2;30;E
SplashDown: Rides Gone Wild;PS2;2003;Racing;THQ;0.24;0.19;0;0.06;0.5;80;25;8.7;16;E
Tony Hawks Underground 2;GC;2004;Sports;Activision;0.38;0.1;0;0.01;0.5;82;30;8.9;17;T
Super Famista 5;SNES;1996;Sports;Namco Bandai Games;0;0;0.5;0;0.5; ; ; ; ;
Shrek SuperSlam;PS2;2005;Action;Activision;0.24;0.19;0;0.06;0.5;67;21;9;26;E10+
Deus Ex: Mankind Divided;PS4;2016;Role-Playing;Square Enix;0.19;0.22;0;0.08;0.5;84;59;7.6;536;M
Rayman Advance;GBA;2001;Platform;Ubisoft;0.36;0.13;0;0.01;0.5;84;17;8.4;16;E
Super Robot Taisen Z;PS2;2008;Strategy;Namco Bandai Games;0;0;0.5;0;0.5; ; ; ; ;
PoPoLoCrois Monogatari;PS;1996;Role-Playing;Sony Computer Entertainment;0;0;0.46;0.03;0.5; ; ; ; ;
Wet;X360;2009;Shooter;Bethesda Softworks;0.23;0.21;0.01;0.05;0.5;69;79;7.3;86;M
Tomb Raider: Anniversary;PS2;2007;Action;Eidos Interactive;0.41;0.02;0;0.07;0.5; ; ;8.2;30;T
Fantastic 4;PS2;2005;Action;Activision;0.41;0.01;0;0.07;0.5;64;42;7.8;19;T
Dragon Quest Heroes: The Worlds Tree Woe and the Blight Below;PS3;2015;Action;Square Enix;0;0;0.5;0;0.5; ; ; ; ;
Men in Black II: Alien Escape;PS2;2002;Shooter;Infogrames;0.24;0.19;0;0.06;0.5;50;19;7.3;6;T
Dragon Ball: XenoVerse;PS3;2015;Fighting;Namco Bandai Games;0.17;0.13;0.14;0.06;0.5; ; ;7.1;62;T
RealSports Tennis;2600;1982;Sports;Atari;0.46;0.03;0;0.01;0.5; ; ; ; ;
Alice: Madness Returns;X360;2011;Adventure;Electronic Arts;0.27;0.14;0.04;0.04;0.5;70;67;8.1;157;M
Nicktoons: Attack of the Toybots;PS2;2007;Platform;THQ;0.24;0.19;0;0.06;0.5; ; ; ; ;E
Raiders of the Lost Ark;2600;1981;Action;Atari;0.46;0.03;0;0.01;0.5; ; ; ; ;
Gauntlet;2600;1982;Action;Answer Software;0.46;0.03;0;0.01;0.5; ; ; ; ;
Mad Max (2015);XOne;2015;Action;Warner Bros. Interactive Entertainment;0.29;0.16;0;0.04;0.5; ; ; ; ;
Spider-Man 2;DS;2004;Action;Activision;0.41;0.02;0.03;0.04;0.5;61;46;5;6;E
Madden NFL 07;Wii;2006;Sports;Electronic Arts;0.46;0;0;0.04;0.5;81;35;8;16;E
Ridge Racer 3D;3DS;2011;Racing;Namco Bandai Games;0.19;0.15;0.12;0.03;0.49;75;59;7.2;56;E
Picross 3D;DS;2009;Puzzle;Nintendo;0.28;0.03;0.16;0.02;0.49;83;35;8.4;33;E
Dynasty Warriors: Gundam 2;PS3;2008;Action;Namco Bandai Games;0.09;0.06;0.32;0.03;0.49;54;22;7;28;T
Cars Mater-National Championship;Wii;2007;Racing;THQ;0.46;0;0;0.04;0.49; ; ;6.7;6;E
Super Monkey Ball 3D;3DS;2011;Action;Sega;0.26;0.15;0.05;0.04;0.49;55;57;5.5;31;E
Euro Truck Simulator;PC;2008;Simulation;Rondomedia;0;0.42;0;0.07;0.49; ; ;7.6;35;
Tony Hawks Underground 2;GBA;2004;Sports;Activision;0.35;0.13;0;0.01;0.49;70;4; ; ;E
SpongeBob SquarePants: Creature from the Krusty Kra;Wii;2006;Platform;THQ;0.44;0.02;0;0.04;0.49;57;16;5.6;7;E
F1 2012;X360;2012;Racing;Codemasters;0.1;0.34;0;0.05;0.49;84;42;6.9;56;E
Sonic & All-Stars Racing Transformed;PS3;2012;Racing;Sega;0.08;0.3;0.02;0.09;0.49; ; ; ; ;
Tony Hawks Project 8;X360;2006;Sports;Activision;0.44;0.02;0;0.04;0.49;81;65;7.6;38;T
Ice Hockey;2600;1980;Sports;Activision;0.46;0.03;0;0.01;0.49; ; ; ; ;
Sonic Lost World;3DS;2013;Platform;Sega;0.24;0.14;0.07;0.04;0.49;59;34;6.4;145;E10+
Bleach: Soul Resurreccion;PS3;2011;Fighting;Nippon Ichi Software;0.27;0.1;0.07;0.05;0.49;58;34;7.1;47;T
Babysitting Mama;Wii;2010;Simulation;505 Games;0.33;0.12;0;0.04;0.49; ; ; ; ;E
Dragon Ball Z: Supersonic Warriors 2;DS;2005;Fighting;Atari;0.13;0.02;0.32;0.02;0.49;66;13;7.6;28;E10+
The Matrix: Path of Neo;PS2;2005;Action;Atari;0.41;0.01;0;0.07;0.49;69;42;7.9;42;T
NHL 16;XOne;2015;Sports;Electronic Arts;0.39;0.05;0;0.05;0.49;80;18;6;81;E10+
Boogie;Wii;2007;Misc;Electronic Arts;0.43;0.03;0;0.04;0.49;57;37;5.3;54;E10+
WWE Wrestlemania X8;GC;2002;Fighting;THQ;0.38;0.1;0;0.01;0.49;64;25;6.9;20;T
Disney Infinity 3.0;PS3;2015;Action;Disney Interactive Studios;0.18;0.23;0;0.08;0.49; ; ; ; ;
The Price is Right;DS;2008;Misc;Ubisoft;0.46;0;0;0.04;0.49; ; ; ; ;E
Power Rangers: Dino Thunder;GBA;2003;Action;THQ;0.35;0.13;0;0.01;0.49;49;5; ; ;E
GoldenEye: Rogue Agent;X;2004;Shooter;Electronic Arts;0.34;0.13;0;0.02;0.49;61;55;7.2;20;T
Fire Emblem: Radiant Dawn;Wii;2007;Strategy;Nintendo;0.27;0.03;0.17;0.03;0.49;78;36;8.7;180;E10+
The Sims;GC;2003;Simulation;Electronic Arts;0.35;0.13;0;0.01;0.49;85;16;7.7;22;T
Grandia III;PS2;2005;Role-Playing;Square Enix;0.12;0.1;0.24;0.03;0.49;77;38;8.3;53;T
Ace Combat: Assault Horizon;X360;2011;Action;Namco Bandai Games;0.3;0.12;0.03;0.04;0.49;78;71;6.2;82;T
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus;PS2;2006;Shooter;Namco Bandai Games;0;0;0.49;0;0.49; ; ; ; ;
Resident Evil: The Mercenaries 3D;3DS;2011;Action;Capcom;0.16;0.16;0.13;0.03;0.49;65;69;6.4;110;M
Mario & Wario;SNES;1993;Puzzle;Nintendo;0;0;0.49;0;0.49; ; ; ; ;
Scarface: The World is Yours;X;2006;Action;Vivendi Games;0.37;0.11;0;0.02;0.49;76;41;8.4;46;M
FIFA Soccer 64;N64;1997;Sports;Electronic Arts;0.16;0.3;0;0.03;0.49; ; ; ; ;
Dreamworks Madagascar Kartz;Wii;2009;Racing;Activision;0.29;0.15;0;0.05;0.49; ; ; ; ;E
Pokemon Art Academy ;3DS;2014;Misc;Nintendo;0.18;0.12;0.16;0.03;0.49;76;22;7.7;19;E
Star Wars Battlefront: Elite Squadron;DS;2009;Shooter;LucasArts;0.42;0.03;0;0.04;0.49;61;12;5;8;E10+
Epic Mickey: Power of Illusion;3DS;2012;Action;Disney Interactive Studios;0.36;0.04;0.04;0.04;0.49; ; ; ; ;
Kane & Lynch 2: Dog Days;X360;2010;Shooter;Square Enix;0.2;0.22;0.01;0.05;0.49; ; ; ; ;
J-League Pro Soccer Club wo Tsukurou! 2;SAT;1997;Sports;Sega;0;0;0.49;0;0.49; ; ; ; ;
SpongeBob SquarePants: Creature from the Krusty Kra;DS;2006;Platform;THQ;0.45;0;0;0.04;0.49;56;7;7.3;4;E
Middle-Earth: Shadow of Mordor;X360;2014;Action;Warner Bros. Interactive Entertainment;0.28;0.16;0;0.04;0.49; ; ;4.6;79;M
Backyard Baseball;PS2;2004;Sports;Atari;0.24;0.19;0;0.06;0.49; ; ;7.2;10;E
WipEout Pulse;PS2;2009;Racing;Sony Computer Entertainment;0;0.15;0;0.33;0.49; ; ; ; ;
Rock Band Unplugged;PSP;2009;Misc;MTV Games;0.24;0.14;0;0.1;0.49;79;50;8.6;31;T
Barbie Horse Adventures: Wild Horse Rescue;PS2;2003;Sports;Universal Interactive;0.24;0.19;0;0.06;0.49; ; ;6.6;10;E
Taiko no Tatsujin: Appare Sandaime;PS2;2003;Misc;Namco Bandai Games;0;0;0.49;0;0.49; ; ; ; ;
Disney Magic World 2;3DS;2015;Action;Nintendo;0.04;0.22;0.21;0.02;0.49; ; ; ; ;
Medal of Honor;PC;2010;Shooter;Electronic Arts;0.2;0.23;0;0.06;0.49;72;26;6.4;518;M
Asphalt 3D;3DS;2011;Racing;Ubisoft;0.27;0.16;0.02;0.04;0.49;43;37;4.4;24;E10+
One Piece: Grand Battle!;PS;2001;Fighting;Atari;0;0;0.46;0.03;0.49; ; ; ; ;
Dragon Ball Z: Burst Limit;X360;2008;Fighting;Atari;0.24;0.18;0.03;0.05;0.49;72;50;7.6;42;T
Crazy Taxi;GC;2001;Racing;Acclaim Entertainment;0.36;0.09;0.02;0.01;0.49;69;20;7.4;23;T
Spy Hunter 2;PS2;2003;Racing;Midway Games;0.24;0.19;0;0.06;0.49;57;30;6.4;8;T
Pac-Man World 2;X;2002;Action;Namco Bandai Games;0.36;0.11;0;0.02;0.49;66;7; ; ;E
Die Hard Trilogy 2: Viva Las Vegas;PS;1999;Action;Fox Interactive;0.27;0.18;0;0.03;0.49; ; ; ; ;
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai;PS2;2001;Misc;Hudson Soft;0;0;0.49;0;0.49; ; ; ; ;
Sniper: Art of Victory;PC;2008;Shooter;City Interactive;0;0.45;0;0.03;0.49;36;7;3.6;16;M
Steel Diver;3DS;2011;Action;Nintendo;0.31;0.1;0.05;0.03;0.49;58;55;6.3;29;E10+
Tales of Legendia;PS2;2005;Role-Playing;Namco Bandai Games;0.07;0.05;0.35;0.02;0.49;72;37;7.7;38;T
FIFA Soccer 09;DS;2008;Sports;Electronic Arts;0.12;0.31;0;0.06;0.49;84;5;6.1;31;E
SimCity 2000;SNES;1995;Simulation;THQ;0;0;0.49;0;0.49; ; ; ; ;
Alone in the Dark;X360;2008;Adventure;Atari;0.14;0.3;0;0.05;0.49;58;53;5.7;162;M
Football Manager Handheld 2009;PSP;2008;Sports;Sega;0;0.47;0;0.02;0.48; ; ; ; ;
Shrek the Third;PS2;2007;Action;Activision;0.4;0.02;0;0.07;0.48;56;18;6.1;9;E10+
Madagascar: Operation Penguin;GBA;2005;Action;Activision;0.35;0.13;0;0.01;0.48; ; ; ; ;E
Need for Speed: Porsche Unleashed;GBA;2004;Racing;Zoo Digital Publishing;0.35;0.13;0;0.01;0.48;62;4;7.8;8;E
Far Cry 2;PC;2008;Action;Ubisoft;0.01;0.45;0;0.03;0.48;85;34;5.8;1353;M
Yu-Gi-Oh! Forbidden Memories (JP sales);PS;1999;Role-Playing;Konami Digital Entertainment;0;0;0.45;0.03;0.48; ; ; ; ;
NFL Street 2;X;2004;Sports;Electronic Arts;0.36;0.11;0;0.02;0.48;78;44;6.5;11;E
Millipede;2600;1983;Shooter;Atari;0.45;0.03;0;0.01;0.48; ; ; ; ;
The Legend of the Mystical Ninja;SNES;1991;Adventure;Konami Digital Entertainment;0;0;0.48;0;0.48; ; ; ; ;
Disney Infinity 3.0;WiiU;2015;Action;Disney Interactive Studios;0.23;0.21;0;0.04;0.48; ; ; ; ;
One Piece: Pirate Warriors 3;PS4;2015;Action;Namco Bandai Games;0.1;0.22;0.11;0.06;0.48;74;34;7.4;118;T
Mario Golf: World Tour;3DS;2014;Sports;Nintendo;0.15;0.13;0.17;0.03;0.48;78;73;8.2;76;E
Ultimate I Spy;Wii;2008;Adventure;Scholastic Inc.;0.45;0;0;0.03;0.48; ; ; ; ;E
Jeopardy!;PS2;2003;Misc;Atari;0.24;0.18;0;0.06;0.48; ; ; ; ;
Metal Gear Rising: Revengeance;X360;2013;Action;Konami Digital Entertainment;0.3;0.14;0;0.04;0.48;82;46;7.8;361;M
Destroy All Humans! 2;PS2;2006;Action;THQ;0.4;0.02;0;0.07;0.48; ; ; ; ;
ECW Hardcore Revolution;PS;1999;Fighting;Acclaim Entertainment;0.27;0.18;0;0.03;0.48; ; ; ; ;
Youre in the Movies;X360;2008;Misc;Microsoft Game Studios;0.27;0.17;0;0.05;0.48;55;21;5.2;21;E
