Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;User_Score;Price
Alone in the Dark: One-Eyed Jacks Revenge;PS;1996;Adventure;Infogrames;0.31;0;4
1001 Touch Games;DS;2011;Action;Avanquest;0.31;0;26
Yu-Gi-Oh! The Dawn of Destiny;X;2004;Strategy;Konami Digital Entertainment;0.31;0;29
Namco Museum: Virtual Arcade;X360;2008;Misc;Atari;0.31;0;15
The Matrix: Path of Neo;X;2005;Action;Atari;0.31;7.3;26
Batman: Arkham Origins;WiiU;2013;Action;Warner Bros. Interactive Entertainment;0.31;7.4;32
Bust-A-Move Universe;3DS;2011;Puzzle;Square Enix;0.31;4.8;36
Metro: Last Light;XOne;2014;Action;Deep Silver;0.31;0;41
Mortal Kombat: Shaolin Monks;X;2005;Action;Midway Games;0.31;6.6;16
Sonic Boom: Rise of Lyric;WiiU;2014;Action;Sega;0.31;3.6;17
The Legend of Spyro: Dawn of the Dragon;X360;2008;Platform;Vivendi Games;0.31;7.2;40
Shin Megami Tensei: Devil Survivor 2;DS;2011;Role-Playing;Ghostlight;0.31;8.8;38
WipEout Pulse;PSP;2007;Racing;Sony Computer Entertainment;0.31;8.6;23
The Settlers 7: Paths to a Kingdom;PC;2010;Strategy;Ubisoft;0.31;5.2;35
Einh\xc3\xa4nder;PS;1997;Shooter;SquareSoft;0.31;0;11
Tiny Toon Adventures: The Great Beanstalk;PS;1998;Misc;Sony Computer Entertainment;0.31;0;7
Foto Frenzy: Spot The Diffrence;DS;2009;Puzzle;Storm City Games;0.31;0;16
Armored Core: Silent Line;PS2;2003;Simulation;Agetec;0.31;0;30
SD Gundam G Generation Wars;PS2;2009;Strategy;Namco Bandai Games;0.31;0;26
Dr. Seuss: How the Grinch Stole Christmas;DS;2007;Action;CokeM Interactive;0.31;0;11
Fuel;X360;2009;Racing;Codemasters;0.31;7;25
Deadpool;PS4;2015;Action;Activision;0.31;5.7;16
Panzer Dragoon II Zwei;SAT;1995;Shooter;Sega;0.31;0;8
Peppa Pig: Theme Park Fun;DS;2011;Misc;P2 Games;0.31;0;42
Disgaea 5: Alliance of Vengeance;PS4;2015;Role-Playing;Nippon Ichi Software;0.31;8.1;33
KISS Pinball;PS;2001;Action;Take-Two Interactive;0.31;3.8;19
Brothers In Arms: Earned in Blood;X;2005;Shooter;Ubisoft;0.31;8.6;27
2 Games in 1: Disneys Brother Bear / The Lion King 1 1/2;GBA;2005;Action;THQ;0.31;0;28
Super Robot Taisen Complete Box;PS;1999;Strategy;Banpresto;0.31;0;8
7 Wonders II;DS;2009;Puzzle;Rondomedia;0.31;0;10
Dead Rising 4;XOne;2016;Action;Microsoft Game Studios;0.31;4.4;43
My Horse & Me;Wii;2007;Sports;Atari;0.31;0;43
Manhunt 2;PSP;2007;Action;Take-Two Interactive;0.31;8.1;19
Dark Void;X360;2010;Action;Capcom;0.31;6;43
Golds Gym: Cardio Workout (Others sales);Wii;2008;Sports;Ubisoft;0.31;0;26
Jikkyou Powerful Pro Yakyuu 4;N64;1997;Sports;Konami Digital Entertainment;0.31;0;7
Bass Hunter 64;N64;1999;Sports;Take-Two Interactive;0.31;0;2
Doubutsu no Mori;N64;2001;Simulation;Nintendo;0.31;0;22
Goemons Great Adventure;N64;1998;Platform;Konami Digital Entertainment;0.31;0;3
Vigilante 8;N64;1998;Racing;Activision;0.31;0;6
Hot Wheels Turbo Racing;N64;1999;Racing;Electronic Arts;0.31;0;2
Happy Feet;DS;2006;Action;Midway Games;0.31;0.3;23
Mega Man Maverick Hunter X;PSP;2005;Platform;Capcom;0.31;8.3;13
Barbie as The Island Princess;DS;2007;Adventure;Activision;0.31;0;13
J-League Winning Eleven 2007: Club Championship;PS2;2007;Sports;Konami Digital Entertainment;0.31;0;34
BlazBlue: Chrono Phantasma;PS3;2013;Fighting;Arc System Works;0.31;8.3;30
Clash of the Titans;PS3;2010;Action;Namco Bandai Games;0.31;1.7;19
Star Wars Jedi Knight II: Jedi Outcast;X;2002;Shooter;Activision;0.31;6.8;13
Mega Man Battle Network 2;GBA;2002;Action;Ubisoft;0.31;9;30
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei;PSV;2013;Fighting;Marvelous Entertainment;0.31;0;41
Major League Baseball 2K8;PS3;2008;Sports;Bethesda Softworks;0.31;5.6;36
Pandoras Tower;Wii;2011;Role-Playing;Nintendo;0.31;8;20
Mountain King;2600;1982;Action;CBS Electronics;0.31;0;11
Lego Batman 3: Beyond Gotham;PSV;2014;Action;Warner Bros. Interactive Entertainment;0.31;7.5;35
Jampack Volume 12;PS2;2005;Misc;Sony Computer Entertainment;0.31;0;23
SimAnimals;Wii;2009;Simulation;Electronic Arts;0.31;2.1;26
Lord of the Rings: Battle for Middle-Earth;X360;2006;Strategy;Electronic Arts;0.31;0;24
Shaun White Snowboarding;PS2;2008;Sports;Ubisoft;0.31;0;26
Tiger Woods PGA Tour 06;X360;2005;Sports;Electronic Arts;0.31;7.4;24
Shin Megami Tensei: Devil Summoner - Soul Hackers;SAT;1997;Role-Playing;Atlus;0.31;0;5
MySims SkyHeroes;DS;2010;Action;Electronic Arts;0.31;0;37
Jonah Lomu Rugby Challenge;X360;2011;Sports;Home Entertainment Suppliers;0.31;6;29
Demolition Racer;PS;1998;Racing;Infogrames;0.31;0;8
Midway Arcade Treasures 2;X;2004;Misc;Midway Games;0.31;7.4;27
Final Fantasy IV;PS;1997;Simulation;SquareSoft;0.31;0;11
The Incredible Hulk;Wii;2008;Action;Sega;0.31;0;19
NASCAR Thunder 2003;GC;2002;Racing;Electronic Arts;0.31;6.6;33
SD Gundam G Generation: Overworld;PSP;2012;Strategy;Namco Bandai Games;0.31;0;38
SingStar Take That;PS3;2009;Misc;Sony Computer Entertainment;0.31;0;29
Mega Man Zero Collection;DS;2010;Platform;Capcom;0.31;8.9;23
NHL FaceOff 2000;PS;1998;Sports;Sony Computer Entertainment;0.31;0;5
Pro Evolution Soccer 2013;X360;2012;Sports;Konami Digital Entertainment;0.31;6.9;15
Star Wars Racer Revenge;PS2;2002;Racing;LucasArts;0.31;8.5;32
Yu-Gi-Oh! 5Ds World Championship 2010 Reverse of Arcadia;DS;2010;Strategy;Konami Digital Entertainment;0.31;0;14
NCAA Final Four 2002;PS2;2001;Sports;Sony Computer Entertainment;0.31;6.5;43
Sniper Elite 3;X360;2014;Shooter;505 Games;0.31;6.6;13
South Park: Chefs Luv Shack;PS;1998;Misc;Acclaim Entertainment;0.31;0;10
Cabelas Outdoor Adventures (2009);Wii;2009;Sports;Activision Value;0.31;7.8;10
Music Maker;PS2;2001;Misc;Magix;0.31;0;30
Slot Machine;2600;1979;Action;Atari;0.31;0;9
Ganbare Goemon 2: Kiteretsu Shougun Magginesu;SNES;1993;Platform;Konami Digital Entertainment;0.31;0;14
Shreks Carnival Craze Party Games;Wii;2008;Misc;Activision;0.31;0;41
Astroblast;2600;1981;Action;Mattel Interactive;0.31;0;3
40 Winks;PS;1999;Platform;GT Interactive;0.31;0;9
Blade II;PS2;2002;Action;Activision;0.31;6.1;22
Shin Megami Tensei: Persona 2: Innocent Sin;PSP;2011;Role-Playing;Atlus;0.31;0;19
DmC: Devil May Cry;PS4;2015;Action;Capcom;0.31;0;37
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten;DS;2009;Misc;Mentor Interactive;0.31;0;17
Calvin Tuckers Redneck Jamboree;Wii;2008;Misc;Zoo Games;0.31;0;32
TRON: Evolution;X360;2010;Action;Disney Interactive Studios;0.31;5.8;23
Math Play;DS;2006;Puzzle;Ubisoft;0.31;0;27
A Collection of Classic Games from the Intellivision;PS;1999;Misc;Activision;0.31;0;7
Dragon Ball Z: Battle of Z;PS3;2014;Fighting;Namco Bandai Games;0.31;5.3;33
Bruce Lee: Quest of the Dragon;X;2002;Fighting;Universal Interactive;0.31;2.4;12
Spin Jam;PS;2000;Puzzle;Empire Interactive;0.31;0;34
KuruKuru Kururin;GBA;2001;Puzzle;Nintendo;0.31;0;38
Disneys The Emperors New Groove;PS;2000;Platform;Sony Computer Entertainment;0.31;7.2;22
Guitar Hero Live;PS3;2015;Misc;Activision;0.31;5.1;26
Disneys Stitch: Experiment 626;PS2;2002;Action;Sony Computer Entertainment;0.31;7.8;32
Yuu Yuu Hakusho 2: Kakutou no Sho;SNES;1994;Fighting;Namco Bandai Games;0.31;0;7
RPG Tsukuru 2;SNES;1996;Role-Playing;ASCII Entertainment;0.31;0;14
Orphen: Scion of Sorcery;PS2;2000;Role-Playing;Activision;0.31;5.8;34
NBA Live 08;PSP;2007;Sports;Electronic Arts;0.31;6.2;14
Star Wars Episode III: Revenge of the Sith;DS;2005;Action;Ubisoft;0.31;7.8;30
Ultimate Spider-Man;GBA;2005;Action;Activision;0.3;7.3;19
Final Fantasy XI: Wings of the Goddess;X360;2007;Role-Playing;Square Enix;0.3;5.8;28
Midtown Madness 3;X;2003;Racing;Microsoft Game Studios;0.3;8.3;32
Shrek Swamp Kart Speedway;GBA;2002;Racing;TDK Mediactive;0.3;8.9;41
Contra 4;DS;2007;Shooter;Konami Digital Entertainment;0.3;8.4;17
Gameboy Gallery;G;1995;Misc;Nintendo;0.3;0;8
Virtua Cop 2;SAT;1996;Shooter;Sega;0.3;0;2
Ehrgeiz;PS;1998;Fighting;SquareSoft;0.3;0;2
Monsters vs. Aliens;PS3;2009;Action;Activision;0.3;4.5;24
Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable;PSP;2005;Misc;Sega;0.3;0;35
Spyro: Attack of the Rhynocs;GBA;2003;Platform;Universal Interactive;0.3;7.5;32
Army Men World War: Land Sea Air;PS;2000;Action;3DO;0.3;0;15
NASCAR 2011: The Game;X360;2011;Racing;Activision;0.3;4.1;38
Kingdoms of Amalur: Reckoning;PC;2012;Role-Playing;Electronic Arts;0.3;6.6;36
Dai-2-Ji Super Robot Taisen OG;PS3;2012;Strategy;Namco Bandai Games;0.3;0;32
Naruto: Ninja Destiny (US sales);DS;2006;Fighting;Namco Bandai Games;0.3;0;17
Jumping Flash!;PS;1995;Platform;Sony Computer Entertainment;0.3;0;14
Disney Infinity;3DS;2013;Action;Disney Interactive Studios;0.3;0;33
Karaoke Revolution Party;PS2;2005;Misc;Konami Digital Entertainment;0.3;0;42
Burnout;GC;2002;Racing;Acclaim Entertainment;0.3;7.9;31
Lizzie McGuire 3: Homecoming Havoc;GBA;2005;Platform;Disney Interactive Studios;0.3;0;18
Chaos Legion;PS2;2003;Action;Capcom;0.3;8.2;29
Puyo Puyo 7;DS;2009;Puzzle;Sega;0.3;0;37
Charlie and the Chocolate Factory;GBA;2005;Adventure;Global Star;0.3;3.8;23
Neopets: The Darkest Faerie;PS2;2005;Adventure;Sony Computer Entertainment;0.3;8.5;34
Blazing Heroes;SAT;1995;Role-Playing;Sega;0.3;0;5
Rhythm Tengoku;GBA;2006;Misc;Nintendo;0.3;0;37
Super Robot Taisen W;DS;2007;Strategy;Banpresto;0.3;0;41
Cart World Series;PS;1997;Racing;Sony Computer Entertainment;0.3;0;14
Shrek: Forever After;DS;2010;Platform;Activision;0.3;0;44
Lumines ll;PSP;2006;Puzzle;Disney Interactive Studios;0.3;0;25
24: The Game;PS2;2006;Adventure;Sony Computer Entertainment;0.3;8.2;37
The Dukes of Hazzard II: Daisy Dukes It Out;PS;2000;Racing;SouthPeak Interactive;0.3;0;44
Dragon Quest Builders: Revive Alefgard;PSV;2016;Role-Playing;Square Enix;0.3;0;27
Madagascar;DS;2005;Platform;Activision;0.3;0;38
Famista 91;NES;1990;Sports;Namco Bandai Games;0.3;0;3
The King of Fighters XIII;PS3;2011;Fighting;Rising Star Games;0.3;8.2;18
Super Robot Taisen OG: Original Generations Gaiden;PS2;2007;Strategy;Banpresto;0.3;0;15
Decathlete;SAT;1994;Sports;Sega;0.3;0;4
Tom Clancys Splinter Cell 3D;3DS;2011;Action;Ubisoft;0.3;5.5;14
Magna Carta 2;X360;2009;Role-Playing;Banpresto;0.3;7;23
Looney Tunes: Duck Amuck;DS;2007;Action;Warner Bros. Interactive Entertainment;0.3;0;31
Romance of the Three Kingdoms VIII;PS2;2002;Strategy;Tecmo Koei;0.3;8.9;35
Fossil Fighters (JP sales);DS;2008;Role-Playing;Nintendo;0.3;0;13
Daikaijyuu Monogatari;SNES;1994;Role-Playing;Hudson Soft;0.3;0;10
Hard Hitter Tennis;PS2;2001;Sports;Midas Interactive Entertainment;0.3;0;13
F1 2013;X360;2013;Racing;Codemasters;0.3;6.6;35
Quake II;N64;1999;Shooter;Activision;0.3;0;3
Monster Truck Madness 64;N64;1999;Racing;Take-Two Interactive;0.3;0;3
Harvest Moon: The Tale of Two Towns;3DS;2010;Simulation;Natsume;0.3;0;15
Nounai Aeshe: IQ Suppli DS;DS;2006;Misc;Spike;0.3;0;33
Crazy Taxi: Catch a Ride;GBA;2003;Racing;THQ;0.3;5.9;26
PowerUp Heroes;X360;2011;Fighting;Ubisoft;0.3;7.5;18
Jonas;DS;2009;Adventure;Disney Interactive Studios;0.3;0;36
Macross Digital Mission VF-X;PS;1997;Simulation;Namco Bandai Games;0.3;0;2
Rayman 2: Revolution;PS2;2000;Platform;Ubisoft;0.3;8.2;44
Yu Yu Hakusho Ghost Files: Spirit Detective;GBA;2003;Action;Atari;0.3;0;12
Super Bomberman 5;SNES;1997;Puzzle;Hudson Soft;0.3;0;3
One Piece Unlimited Cruise SP;3DS;2011;Action;Namco Bandai Games;0.3;7.5;38
Madden NFL 13;PSV;2012;Sports;Electronic Arts;0.3;7.3;27
Army Men: Air Attack 2;PS;2000;Action;3DO;0.3;5.3;42
Dynasty Warriors 8: Xtreme Legends;PS4;2014;Action;Tecmo Koei;0.3;0;18
NBA Live 2003;GC;2002;Sports;Electronic Arts;0.3;8.2;14
Stranglehold;PS3;2007;Shooter;Midway Games;0.3;7.9;33
Pride FC: Fighting Championships;PS2;2003;Fighting;THQ;0.3;8.6;24
Sword Art Online: Hollow Fragment;PSV;2014;Role-Playing;Namco Bandai Games;0.3;7.6;32
Resident Evil Archives: Resident Evil;Wii;2008;Action;Capcom;0.3;8.9;21
Eternal Ring;PS2;2000;Role-Playing;Ubisoft;0.3;5.3;38
Silent Hill: Shattered Memories;PSP;2010;Action;Konami Digital Entertainment;0.3;7.5;10
Dragon Force;SAT;1996;Strategy;Sega;0.3;0;9
PlayStation VR Worlds;PS4;2016;Misc;Sony Computer Entertainment;0.3;7;12
Dynasty Warriors 6;X360;2007;Action;Tecmo Koei;0.3;7.4;22
UEFA Euro 2016;PS4;2016;Sports;Konami Digital Entertainment;0.3;6.6;16
Winning Post 2;SNES;1995;Sports;Tecmo Koei;0.3;0;14
Spider-Man 3;PSP;2007;Platform;Activision;0.3;7.4;37
Star Gladiator Episode: I Final Crusade;PS;1996;Fighting;Virgin Interactive;0.3;0;5
Dance Dance Revolution Universe 3;X360;2008;Simulation;Konami Digital Entertainment;0.3;7.7;40
Steep;PS4;2016;Sports;Ubisoft;0.3;6.5;19
Def Jam Rapstar;X360;2010;Misc;Konami Digital Entertainment;0.3;5.4;33
Showdown: Legends of Wrestling;PS2;2004;Fighting;Acclaim Entertainment;0.3;6.1;24
Imagine: Family Doctor;DS;2009;Simulation;Ubisoft;0.3;0;29
Skylanders: Trap Team;3DS;2014;Action;Activision;0.3;3.4;41
Far East of Eden Zero;SNES;1995;Role-Playing;Hudson Soft;0.3;0;4
Full Spectrum Warrior;PS2;2005;Strategy;THQ;0.3;8;15
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!;Wii;2010;Misc;Namco Bandai Games;0.3;0;11
Wacky Races: Crash & Dash;Wii;2008;Racing;Eidos Interactive;0.3;0;21
The Sims 2: Pets;PS2;2006;Simulation;Electronic Arts;0.3;8;27
Power Pro Kun Pocket 6;GBA;2003;Sports;Konami Digital Entertainment;0.3;0;31
Power Pro Kun Pocket 10;DS;2007;Sports;Konami Digital Entertainment;0.3;0;13
Finding Nemo: The Continuing Adventures;GBA;2004;Action;THQ;0.3;0;41
Spirit: Stallion of the Cimarron;GBA;2002;Platform;THQ;0.3;0;21
Borderlands: The Pre-Sequel;PC;2014;Shooter;Take-Two Interactive;0.3;6.2;39
The Suite Life of Zack & Cody: Circle of Spies;DS;2007;Action;Disney Interactive Studios;0.3;0;10
Future Cop L.A.P.D.;PS;1997;Simulation;Electronic Arts;0.3;0;7
Fist of the North Star: Kens Rage 2;PS3;2012;Fighting;Tecmo Koei;0.3;7;20
MySims Party;DS;2009;Simulation;Electronic Arts;0.3;0;16
Squinkies;DS;2011;Misc;Activision;0.3;0;39
Hamster Tarou;G;1999;Simulation;Jorudan;0.3;0;2
Shark Tale;GC;2004;Action;Activision;0.3;0;18
MLB SlugFest Loaded;PS2;2004;Sports;Midway Games;0.3;9.2;16
1701 A.D.;PC;2006;Simulation;Deep Silver;0.3;8.3;42
Rapala Pro Bass Fishing 2010;Wii;2010;Sports;Activision;0.3;0;33
Capcom Classics Collection Remixed;PSP;2006;Misc;Capcom;0.3;7;11
Teenage Mutant Ninja Turtles;X;2003;Action;Konami Digital Entertainment;0.3;8.4;40
Little Deviants;PSV;2011;Platform;Sony Computer Entertainment;0.3;5.5;35
Payday 2;PS4;2015;Shooter;505 Games;0.3;0;38
Monster Hunter Stories;3DS;2016;Action;Capcom;0.3;0;36
Shrek the Third;DS;2007;Action;Activision;0.3;6.8;24
N3: Ninety-Nine Nights;X360;2006;Action;Microsoft Game Studios;0.3;0;31
AMF Bowling 2004;X;2003;Sports;Mud Duck Productions;0.3;4.4;36
Scooby-Doo! Night of 100 Frights;GC;2002;Platform;THQ;0.3;0;17
Sorcery;PS3;2012;Action;Sony Computer Entertainment;0.29;7.3;37
Radiant Historia;DS;2010;Role-Playing;Atlus;0.29;9;20
The LEGO Movie Videogame;PSV;2014;Action;Warner Bros. Interactive Entertainment;0.29;5.7;37
Divinity: Original Sin;PS4;2015;Role-Playing;Focus Home Interactive;0.29;0;18
Shaun White Snowboarding: World Stage;Wii;2009;Sports;Ubisoft;0.29;8.7;20
Imagine: Makeup Artist;DS;2009;Simulation;Ubisoft;0.29;0;11
RealSports Boxing;2600;1986;Sports;Atari;0.29;0;11
Harry Potter and the Order of the Phoenix;X360;2007;Action;Electronic Arts;0.29;6.8;10
Grandia II;PS2;2002;Role-Playing;Ubisoft;0.29;8.6;34
Spider-Man: Friend or Foe;X360;2007;Action;Activision;0.29;6.3;31
Phineas and Ferb Ride Again;DS;2010;Action;Disney Interactive Studios;0.29;0;10
Guitar Hero: Van Halen;X360;2009;Misc;Activision;0.29;5.8;21
Dreamworks Madagascar Kartz;PS3;2009;Racing;Activision;0.29;0;16
The Sims 2;PC;2004;Simulation;Electronic Arts;0.29;8.8;17
Batman: The Brave and the Bold the Videogame;DS;2010;Action;Warner Bros. Interactive Entertainment;0.29;8;15
Need for Speed Underground;GBA;2003;Racing;Electronic Arts;0.29;8.2;15
Power Pro Kun Pocket 4;GBA;2002;Sports;Konami Digital Entertainment;0.29;0;41
Guardian Heroes;SAT;1995;Role-Playing;Sega;0.29;0;6
Outlaw Golf;X;2002;Sports;TDK Mediactive;0.29;6.9;38
MySims SkyHeroes;Wii;2010;Action;Electronic Arts;0.29;5.2;36
Fishermans Bait 2: Big Ol Bass;PS;1999;Sports;Konami Digital Entertainment;0.29;0;14
Mini Ninjas;X360;2009;Action;Eidos Interactive;0.29;8.4;30
Lupin the 3rd: Treasure of the Sorcerer King;PS2;2002;Adventure;505 Games;0.29;0;18
Kurohyou: Ryu ga Gotoku Shinshou;PSP;2010;Adventure;Sega;0.29;0;28
Ben 10 Alien Force: Vilgax Attacks;PS2;2009;Action;D3Publisher;0.29;7;27
Nicktoons: Battle for Volcano Island;DS;2006;Action;THQ;0.29;0;39
NBA Street V3;GC;2005;Sports;Electronic Arts;0.29;8.4;17
WinBack: Covert Operations;PS2;2000;Shooter;Midas Interactive Entertainment;0.29;7.7;35
Syphon Filter: Dark Mirror;PSP;2006;Shooter;Sony Computer Entertainment;0.29;9;40
Invizimals: Shadow Zone;PSP;2010;Strategy;Sony Computer Entertainment;0.29;9;14
Kagero: Deception II;PS;1998;Strategy;Virgin Interactive;0.29;0;10
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban;PS;2000;Sports;Konami Digital Entertainment;0.29;0;40
Glory of Heracles;DS;2008;Role-Playing;Nintendo;0.29;7.3;20
Resident Evil: Revelations 2;PS3;2015;Action;Capcom;0.29;6.8;37
Rabbids: Alive & Kicking;X360;2011;Misc;Ubisoft;0.29;0;35
Up;X360;2009;Action;THQ;0.29;6.8;21
Modnation Racers: Road Trip;PSV;2012;Racing;Sony Computer Entertainment;0.29;6.4;22
Call of Duty: Black Ops 3;PC;2015;Shooter;Activision;0.29;0;39
ExerBeat;Wii;2010;Sports;Namco Bandai Games;0.29;7.6;33
NBA Live 06;X360;2005;Sports;Electronic Arts;0.29;5.6;22
Need for Speed: Most Wanted;PC;2005;Racing;Electronic Arts;0.29;8.5;37
J-League Victory Goal 96;SAT;1996;Sports;Sega;0.29;0;7
Ultimate Marvel vs. Capcom 3;PSV;2011;Fighting;Capcom;0.29;7.7;36
Front Mission Evolved;PS3;2010;Shooter;Square Enix;0.29;6;33
Jeopardy! 2nd Edition;PS;2000;Misc;Hasbro Interactive;0.29;0;10
SD Gundam G Century;PS;1997;Strategy;Namco Bandai Games;0.29;0;7
Ratchet & Clank: Size Matters;PS2;2008;Platform;Sony Computer Entertainment;0.29;0;16
Little Kings Story;Wii;2009;Strategy;Rising Star Games;0.29;8.8;25
Atelier Iris 3: Grand Phantasm (US Sales);PS2;2006;Role-Playing;Tecmo Koei;0.29;0;29
Dynasty Warriors: Strikeforce;PS3;2009;Action;Tecmo Koei;0.29;7.3;34
Itadaki Street 2: Neon Sign wa Bara Iro ni;SNES;1994;Misc;Enix Corporation;0.29;0;11
From TV Animation One Piece: Treasure Battle!;GC;2002;Fighting;Namco Bandai Games;0.29;0;20
Alvin and the Chipmunks: The Squeakquel;DS;2009;Misc;Majesco Entertainment;0.29;0;26
Zoo Tycoon 2 DS;DS;2008;Strategy;THQ;0.29;5.4;18
Dolphin;2600;1983;Action;Activision;0.29;0;12
NieR;X360;2010;Role-Playing;Square Enix;0.29;8.3;25
Dragon Quest Heroes II: Twin Kings and the Prophecys End;PS4;2016;Action;Square Enix;0.29;0;21
Project CARS;XOne;2015;Racing;Slightly Mad Studios;0.29;5.8;44
Area 51;X;2005;Shooter;Midway Games;0.29;8.1;38
FIFA Soccer 13;3DS;2012;Action;Electronic Arts;0.29;3.7;39
Hamster Club 4: Shigessa Daidassou;GBA;2003;Simulation;Jorudan;0.29;0;13
Imagine: Fashion Designer World Tour;DS;2009;Simulation;Ubisoft;0.29;0;25
Wanted: Weapons of Fate;PS3;2009;Shooter;Warner Bros. Interactive Entertainment;0.29;7;26
The Chronicles of Riddick: Assault on Dark Athena;X360;2009;Shooter;Atari;0.29;8.2;13
Mega Man X8;PS2;2004;Platform;Capcom;0.29;8.5;25
TouchMaster: Connect;DS;2010;Puzzle;Warner Bros. Interactive Entertainment;0.29;0;43
Ford Mustang: The Legend Lives;PS2;2005;Racing;Take-Two Interactive;0.29;7.3;31
Fast Food;2600;1981;Action;Telesys;0.29;0;4
FlatOut: Head On;PSP;2008;Racing;Empire Interactive;0.29;8.2;13
Jikkyou Powerful Pro Yakyuu 8;PS2;2001;Sports;Konami Digital Entertainment;0.29;0;22
Battlefield: Hardline;X360;2015;Shooter;Electronic Arts;0.29;4.1;13
Viz;N64;1998;Racing;Acclaim Entertainment;0.29;0;7
Jeremy McGrath Supercross 2000;N64;1999;Racing;Acclaim Entertainment;0.29;0;14
War Gods;N64;1997;Fighting;Midway Games;0.29;0;6
Supercross 2000;N64;1999;Racing;Electronic Arts;0.29;0;10
Top Gear Overdrive;N64;1998;Racing;Kemco;0.29;0;10
The New Tetris;N64;1999;Puzzle;Nintendo;0.29;0;12
Ken Griffey Jr.s Slugfest;N64;1999;Sports;Nintendo;0.29;0;6
Xena: Warrior Princess - The Talisman of Fate;N64;1999;Fighting;Titus;0.29;0;11
The Godfather: Dons Edition;PS3;2007;Action;Electronic Arts;0.29;0;24
Duel Masters: Sempai Legends;GBA;2003;Misc;Atari;0.29;8;24
Marvel Super Hero Squad;PS2;2009;Fighting;THQ;0.29;0;18
John Deere: Harvest in the Heartland;DS;2007;Simulation;Ubisoft;0.29;0;25
Harvest Moon: Magical Melody;Wii;2008;Simulation;Rising Star Games;0.29;8.8;22
X-Men Legends II: Rise of Apocalypse;PSP;2005;Role-Playing;Activision;0.29;8.3;30
Trace Memory;DS;2005;Adventure;Nintendo;0.29;8.1;13
Prince of Persia: Rival Swords;Wii;2007;Action;Ubisoft;0.29;7.7;34
Heroes of the Pacific;PS2;2005;Simulation;Codemasters;0.29;8.4;10
The Lord of the Rings: The Third Age;GC;2004;Role-Playing;Electronic Arts;0.29;7.8;21
Just Dance Wii 2;Wii;2012;Misc;Nintendo;0.29;0;13
Nicktoons: Battle for Volcano Island;GC;2006;Action;THQ;0.29;7;23
Trauma Center: New Blood;Wii;2007;Simulation;Nintendo;0.29;8;23
Madden NFL 08;X;2007;Sports;Electronic Arts;0.29;6;39
Starhawk;PS3;2012;Action;Sony Computer Entertainment;0.29;7.8;23
DX Game of Life;PS;1996;Misc;Takara;0.29;0;11
Sonic Boom: Shattered Crystal;3DS;2014;Action;Sega;0.29;6.2;27
Call of Juarez: The Cartel;PS3;2011;Shooter;Ubisoft;0.29;5.5;10
Pirates of the Caribbean;X;2003;Role-Playing;Ubisoft;0.29;7.4;31
Ace Combat: Joint Assault;PSP;2010;Simulation;Namco Bandai Games;0.29;7.2;28
The Punisher;X;2005;Action;THQ;0.29;0;36
MLB Pennant Race;PS;1996;Sports;Sony Computer Entertainment;0.29;0;8
The BIGS 2;Wii;2009;Sports;Take-Two Interactive;0.29;8.5;34
Shrek: Forever After;Wii;2010;Platform;Activision;0.29;0;18
Turning Point: Fall of Liberty;X360;2008;Shooter;Codemasters;0.29;6.8;34
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan;SNES;1991;Role-Playing;Angel Studios;0.29;0;5
Karaoke Revolution Glee: Volume 3;Wii;2011;Misc;Konami Digital Entertainment;0.29;0;38
Mah Jong Quest: Expeditions;DS;2007;Puzzle;Avanquest;0.29;0;43
Shrek Super Party;PS2;2002;Misc;TDK Mediactive;0.29;5.1;19
MLB Power Pros;Wii;2007;Sports;Konami Digital Entertainment;0.29;8.4;16
Sakura Wars 4: Koi Seyo Otome;DC;2002;Adventure;Sega;0.29;0;28
Sakura Wars: So Long My Love;PS2;2005;Role-Playing;Sega;0.29;7.3;39
Dynasty Tactics;PS2;2002;Strategy;Tecmo Koei;0.29;8.1;27
Angry Birds Star Wars;PS3;2013;Strategy;Activision;0.29;3.6;34
Metal Gear Solid V: Ground Zeroes;XOne;2014;Action;Konami Digital Entertainment;0.29;5.4;24
Snowboarding;PS;2000;Sports;Midas Interactive Entertainment;0.29;0;39
Sesame Street: Cookies Counting Carnival;Wii;2010;Misc;Warner Bros. Interactive Entertainment;0.29;0;22
